date,home_team,away_team,home_score,away_score,tournament,country,neutral
2011-08-27,Angola,DR Congo,1,2,Friendly,Angola,False
2011-08-27,New Caledonia,Vanuatu,5,0,Pacific Games,New Caledonia,False
2011-08-27,Fiji,Tahiti,3,0,Pacific Games,New Caledonia,True
2011-08-27,Papua New Guinea,Cook Islands,4,0,Pacific Games,New Caledonia,True
2011-08-27,Tuvalu,Eastern Samoa,4,0,Pacific Games,New Caledonia,True
2011-08-28,Antigua and Barbuda,St Vincent & Grenadines,2,2,Friendly,Antigua and Barbuda,False
2011-08-30,New Caledonia,Guam,9,0,Pacific Games,New Caledonia,False
2011-08-30,Botswana,Lesotho,1,2,Friendly,Botswana,False
2011-08-30,Vanuatu,Tuvalu,5,1,Pacific Games,New Caledonia,True
2011-08-30,Fiji,Kiribati,9,0,Pacific Games,New Caledonia,True
2011-08-30,Tahiti,Cook Islands,7,0,Pacific Games,New Caledonia,True
2011-08-30,Solomon Islands,Eastern Samoa,4,0,Pacific Games,New Caledonia,True
2011-09-01,Guam,Eastern Samoa,2,0,Pacific Games,New Caledonia,True
2011-09-01,New Caledonia,Tuvalu,8,0,Pacific Games,New Caledonia,False
2011-09-01,Vanuatu,Solomon Islands,1,0,Pacific Games,New Caledonia,True
2011-09-01,Papua New Guinea,Tahiti,1,1,Pacific Games,New Caledonia,True
2011-09-01,Cook Islands,Kiribati,3,0,Pacific Games,New Caledonia,True
2011-09-02,Japan,North Korea,1,0,World Cup qualifier,Japan,False
2011-09-02,Australia,Thailand,2,1,World Cup qualifier,Australia,False
2011-09-02,China,Singapore,2,1,World Cup qualifier,China,False
2011-09-02,Iran,Indonesia,3,0,World Cup qualifier,Iran,False
2011-09-02,South Korea,Lebanon,6,0,World Cup qualifier,South Korea,False
2011-09-02,Iraq,Jordan,0,2,World Cup qualifier,Iraq,False
2011-09-02,United Arab Emirates,Kuwait,2,3,World Cup qualifier,United Arab Emirates,False
2011-09-02,Oman,Saudi Arabia,0,0,World Cup qualifier,Oman,False
2011-09-02,Bahrain,Qatar,0,0,World Cup qualifier,Bahrain,False
2011-09-02,Tajikistan,Uzbekistan,0,1,World Cup qualifier,Tajikistan,False
2011-09-02,Ghana,Swaziland,2,0,African Nations Cup qualifier,Ghana,False
2011-09-02,United States,Costa Rica,0,1,Friendly,United States,False
2011-09-02,Canada,Saint Lucia,4,1,World Cup qualifier,Canada,False
2011-09-02,El Salvador,Dominican Republic,3,2,World Cup qualifier,El Salvador,False
2011-09-02,Guatemala,St Vincent & Grenadines,4,0,World Cup qualifier,Guatemala,False
2011-09-02,Poland,Mexico,1,1,Friendly,Poland,False
2011-09-02,Antigua and Barbuda,Curaçao,5,2,World Cup qualifier,Antigua and Barbuda,False
2011-09-02,Haiti,US Virgin Islands,6,0,World Cup qualifier,Haiti,False
2011-09-02,Ecuador,Jamaica,5,2,Friendly,Ecuador,False
2011-09-02,Guyana,Barbados,2,0,World Cup qualifier,Guyana,False
2011-09-02,Trinidad and Tobago,Bermuda,1,0,World Cup qualifier,Trinidad and Tobago,False
2011-09-02,Dominica,Nicaragua,0,2,World Cup qualifier,Dominica,False
2011-09-02,Suriname,Cayman Islands,1,0,World Cup qualifier,Suriname,False
2011-09-02,Saint Kitts and Nevis,Puerto Rico,0,0,World Cup qualifier,Saint Kitts and Nevis,False
2011-09-02,Grenada,Belize,0,3,World Cup qualifier,Grenada,False
2011-09-02,Panama,Paraguay,0,2,Friendly,Panama,False
2011-09-02,Ukraine,Uruguay,2,3,Friendly,Ukraine,False
2011-09-02,Argentina,Venezuela,1,0,Friendly tournament,India,True
2011-09-02,Spain,Chile,3,2,Friendly,Switzerland,True
2011-09-02,Peru,Bolivia,2,2,Friendly,Peru,False
2011-09-02,Bulgaria,England,0,3,European Championship qual,Bulgaria,False
2011-09-02,Wales,Montenegro,2,1,European Championship qual,Wales,False
2011-09-02,Northern Ireland,Serbia,0,1,European Championship qual,Northern Ireland,False
2011-09-02,Germany,Austria,6,2,European Championship qual,Germany,False
2011-09-02,Hungary,Sweden,2,1,European Championship qual,Hungary,False
2011-09-02,Azerbaijan,Belgium,1,1,European Championship qual,Azerbaijan,False
2011-09-02,Albania,France,1,2,European Championship qual,Albania,False
2011-09-02,Netherlands,San Marino,11,0,European Championship qual,Netherlands,False
2011-09-02,Norway,Iceland,1,0,European Championship qual,Norway,False
2011-09-02,Faroe Islands,Italy,0,1,European Championship qual,Faroe Islands,False
2011-09-02,Finland,Moldova,4,1,European Championship qual,Finland,False
2011-09-02,Luxembourg,Romania,0,2,European Championship qual,Luxembourg,False
2011-09-02,Russia,Macedonia,1,0,European Championship qual,Russia,False
2011-09-02,Slovenia,Estonia,1,2,European Championship qual,Slovenia,False
2011-09-02,Cyprus,Portugal,0,4,European Championship qual,Cyprus,False
2011-09-02,Georgia,Latvia,0,1,European Championship qual,Georgia,False
2011-09-02,Lithuania,Liechtenstein,0,0,European Championship qual,Lithuania,False
2011-09-02,Turkey,Kazakhstan,2,1,European Championship qual,Turkey,False
2011-09-02,Ireland,Slovakia,0,0,European Championship qual,Ireland,False
2011-09-02,Belarus,Bosnia and Herzegovina,0,2,European Championship qual,Belarus,False
2011-09-02,Israel,Greece,0,1,European Championship qual,Israel,False
2011-09-02,Malta,Croatia,1,3,European Championship qual,Malta,False
2011-09-02,Andorra,Armenia,0,3,European Championship qual,Andorra,False
2011-09-03,Vanuatu,Guam,4,1,Pacific Games,New Caledonia,True
2011-09-03,Sierra Leone,Egypt,2,1,African Nations Cup qualifier,Sierra Leone,False
2011-09-03,Kenya,Guinea-Bissau,2,1,African Nations Cup qualifier,Kenya,False
2011-09-03,Tanzania,Algeria,1,1,African Nations Cup qualifier,Tanzania,False
2011-09-03,Cameroon,Mauritius,5,0,African Nations Cup qualifier,Cameroon,False
2011-09-03,Senegal,DR Congo,2,0,African Nations Cup qualifier,Senegal,False
2011-09-03,Namibia,Gambia,1,0,African Nations Cup qualifier,Namibia,False
2011-09-03,Malawi,Tunisia,0,0,African Nations Cup qualifier,Malawi,False
2011-09-03,Libya,Mozambique,1,0,African Nations Cup qualifier,Egypt,True
2011-09-03,Mali,Cape Verde,3,0,African Nations Cup qualifier,Mali,False
2011-09-03,Burkina Faso,Equatorial Guinea,1,0,Friendly,Burkina Faso,False
2011-09-03,Rwanda,Ivory Coast,0,5,African Nations Cup qualifier,Rwanda,False
2011-09-03,Colombia,Honduras,2,0,Friendly,United States,True
2011-09-03,New Caledonia,Eastern Samoa,8,0,Pacific Games,New Caledonia,False
2011-09-03,Fiji,Cook Islands,4,1,Pacific Games,New Caledonia,True
2011-09-03,Papua New Guinea,Kiribati,17,1,Pacific Games,New Caledonia,True
2011-09-03,Solomon Islands,Tuvalu,6,1,Pacific Games,New Caledonia,True
2011-09-03,Scotland,Czechia,2,2,European Championship qual,Scotland,False
2011-09-04,Niger,South Africa,2,1,African Nations Cup qualifier,Niger,False
2011-09-04,Angola,Uganda,2,0,African Nations Cup qualifier,Angola,False
2011-09-04,Zimbabwe,Liberia,3,0,African Nations Cup qualifier,Zimbabwe,False
2011-09-04,Comoros,Zambia,1,2,African Nations Cup qualifier,Comoros,False
2011-09-04,Madagascar,Nigeria,0,2,African Nations Cup qualifier,Madagascar,False
2011-09-04,Guinea,Ethiopia,1,0,African Nations Cup qualifier,Guinea,False
2011-09-04,Burundi,Benin,1,1,African Nations Cup qualifier,Burundi,False
2011-09-04,Togo,Botswana,1,0,African Nations Cup qualifier,Togo,False
2011-09-04,Congo,Sudan,0,1,African Nations Cup qualifier,Congo,False
2011-09-04,Central African Republic,Morocco,0,0,African Nations Cup qualifier,Central African Republic,False
2011-09-04,Mexico,Chile,1,0,Friendly,Spain,True
2011-09-05,Guam,Tuvalu,1,1,Pacific Games,New Caledonia,True
2011-09-05,Brazil,Ghana,1,0,Friendly,England,True
2011-09-05,Bolivia,Peru,0,0,Friendly,Bolivia,False
2011-09-05,New Caledonia,Solomon Islands,1,2,Pacific Games,New Caledonia,False
2011-09-05,Vanuatu,Eastern Samoa,8,0,Pacific Games,New Caledonia,True
2011-09-05,Fiji,Papua New Guinea,2,0,Pacific Games,New Caledonia,True
2011-09-05,Tahiti,Kiribati,17,1,Pacific Games,New Caledonia,True
2011-09-06,Uzbekistan,Japan,1,1,World Cup qualifier,Uzbekistan,False
2011-09-06,Saudi Arabia,Australia,1,3,World Cup qualifier,Saudi Arabia,False
2011-09-06,Jordan,China,2,1,World Cup qualifier,Jordan,False
2011-09-06,Indonesia,Bahrain,0,2,World Cup qualifier,Indonesia,False
2011-09-06,Lebanon,United Arab Emirates,3,1,World Cup qualifier,Lebanon,False
2011-09-06,Qatar,Iran,1,1,World Cup qualifier,Qatar,False
2011-09-06,Kuwait,South Korea,1,1,World Cup qualifier,Kuwait,False
2011-09-06,Singapore,Iraq,0,2,World Cup qualifier,Singapore,False
2011-09-06,Thailand,Oman,3,0,World Cup qualifier,Thailand,False
2011-09-06,North Korea,Tajikistan,1,0,World Cup qualifier,North Korea,False
2011-09-06,Argentina,Nigeria,3,1,Friendly,Bangladesh,True
2011-09-06,Gabon,Niger,1,0,Friendly,France,True
2011-09-06,Venezuela,Guinea,2,1,Friendly,Venezuela,False
2011-09-06,Belgium,United States,1,0,Friendly,Belgium,False
2011-09-06,Puerto Rico,Canada,0,3,World Cup qualifier,Puerto Rico,False
2011-09-06,Ecuador,Costa Rica,4,0,Friendly,Ecuador,False
2011-09-06,Cayman Islands,El Salvador,1,4,World Cup qualifier,Cayman Islands,False
2011-09-06,Belize,Guatemala,1,2,World Cup qualifier,Belize,False
2011-09-06,Curaçao,Haiti,2,4,World Cup qualifier,Curaçao,False
2011-09-06,Colombia,Jamaica,2,0,Friendly,United States,True
2011-09-06,Honduras,Paraguay,0,3,Friendly,Honduras,False
2011-09-06,Guyana,Bermuda,2,1,World Cup qualifier,Guyana,False
2011-09-06,Barbados,Trinidad and Tobago,0,2,World Cup qualifier,Barbados,False
2011-09-06,Nicaragua,Panama,1,2,World Cup qualifier,Nicaragua,False
2011-09-06,Dominican Republic,Suriname,1,1,World Cup qualifier,Dominican Republic,False
2011-09-06,Saint Lucia,Saint Kitts and Nevis,2,4,World Cup qualifier,Saint Lucia,False
2011-09-06,US Virgin Islands,Antigua and Barbuda,1,8,World Cup qualifier,US Virgin Islands,False
2011-09-06,Scotland,Lithuania,1,0,European Championship qual,Scotland,False
2011-09-06,England,Wales,1,0,European Championship qual,England,False
2011-09-06,Estonia,Northern Ireland,4,1,European Championship qual,Estonia,False
2011-09-06,Austria,Turkey,0,0,European Championship qual,Austria,False
2011-09-06,Moldova,Hungary,0,2,European Championship qual,Moldova,False
2011-09-06,Romania,France,0,0,European Championship qual,Romania,False
2011-09-06,Switzerland,Bulgaria,3,1,European Championship qual,Switzerland,False
2011-09-06,Finland,Netherlands,0,2,European Championship qual,Finland,False
2011-09-06,Poland,Germany,2,2,Friendly,Poland,False
2011-09-06,San Marino,Sweden,0,5,European Championship qual,San Marino,False
2011-09-06,Denmark,Norway,2,0,European Championship qual,Denmark,False
2011-09-06,Italy,Slovenia,1,0,European Championship qual,Italy,False
2011-09-06,Luxembourg,Albania,2,1,European Championship qual,Luxembourg,False
2011-09-06,Russia,Ireland,0,0,European Championship qual,Russia,False
2011-09-06,Spain,Liechtenstein,6,0,European Championship qual,Spain,False
2011-09-06,Latvia,Greece,1,1,European Championship qual,Latvia,False
2011-09-06,Bosnia and Herzegovina,Belarus,1,0,European Championship qual,Bosnia and Herzegovina,False
2011-09-06,Czechia,Ukraine,4,0,Friendly,Czechia,False
2011-09-06,Croatia,Israel,3,1,European Championship qual,Croatia,False
2011-09-06,Slovakia,Armenia,0,4,European Championship qual,Slovakia,False
2011-09-06,Iceland,Cyprus,1,0,European Championship qual,Iceland,False
2011-09-06,Serbia,Faroe Islands,3,1,European Championship qual,Serbia,False
2011-09-06,Malta,Georgia,1,1,European Championship qual,Malta,False
2011-09-06,Azerbaijan,Kazakhstan,3,2,European Championship qual,Azerbaijan,False
2011-09-06,Macedonia,Andorra,1,0,European Championship qual,Macedonia,False
2011-09-07,Equatorial Guinea,Central African Republic,3,0,Friendly,Equatorial Guinea,False
2011-09-07,New Caledonia,Tahiti,3,1,Pacific Games,New Caledonia,False
2011-09-07,Solomon Islands,Fiji,2,1,Pacific Games,New Caledonia,True
2011-09-09,New Caledonia,Solomon Islands,2,0,Pacific Games,New Caledonia,False
2011-09-09,Tahiti,Fiji,2,1,Pacific Games,New Caledonia,True
2011-09-11,St Vincent & Grenadines,Dominica,1,0,Friendly,St Vincent & Grenadines,False
2011-09-14,Argentina,Brazil,0,0,Friendly tournament,Argentina,False
2011-09-18,St Vincent & Grenadines,Grenada,2,1,World Cup qualifier,St Vincent & Grenadines,False
2011-09-23,Suriname,Curaçao,2,0,Friendly,Suriname,False
2011-09-25,Suriname,Curaçao,2,2,Friendly,Suriname,False
2011-09-28,Brazil,Argentina,2,0,Friendly tournament,Brazil,False
2011-09-30,Hong Kong,Philippines,3,3,Friendly tournament,Taiwan,True
2011-09-30,Taiwan,Macao,3,0,Friendly tournament,Taiwan,False
2011-09-30,Antigua and Barbuda,Martinique,1,0,Friendly,Antigua and Barbuda,False
2011-10-01,Ethiopia,Sudan,1,2,Friendly,Ethiopia,False
2011-10-02,Taiwan,Philippines,0,0,Friendly tournament,Taiwan,False
2011-10-02,Hong Kong,Macao,5,1,Friendly tournament,Taiwan,True
2011-10-02,Antigua and Barbuda,Martinique,1,2,Friendly,Antigua and Barbuda,False
2011-10-04,Philippines,Macao,2,0,Friendly tournament,Taiwan,True
2011-10-04,Taiwan,Hong Kong,0,6,Friendly tournament,Taiwan,False
2011-10-04,Ethiopia,Malawi,0,0,Friendly,Ethiopia,False
2011-10-05,Iran,Palestine,7,0,Friendly,Iran,False
2011-10-06,China,United Arab Emirates,2,1,Friendly,China,False
2011-10-06,Thailand,Jordan,0,0,Friendly,Thailand,False
2011-10-07,Japan,Vietnam,1,0,Friendly,Japan,False
2011-10-07,Singapore,Philippines,2,0,Friendly,Singapore,False
2011-10-07,Australia,Malaysia,5,0,Friendly,Australia,False
2011-10-07,Indonesia,Saudi Arabia,0,0,Friendly,Malaysia,True
2011-10-07,South Korea,Poland,2,2,Friendly,South Korea,False
2011-10-07,DR Congo,Cameroon,2,3,African Nations Cup qualifier,DR Congo,False
2011-10-07,Gabon,Equatorial Guinea,2,0,Friendly,France,True
2011-10-07,Saint Lucia,Canada,0,7,World Cup qualifier,Saint Lucia,False
2011-10-07,Costa Rica,Brazil,0,1,Friendly,Costa Rica,False
2011-10-07,Dominican Republic,El Salvador,1,2,World Cup qualifier,Dominican Republic,False
2011-10-07,St Vincent & Grenadines,Guatemala,0,3,World Cup qualifier,St Vincent & Grenadines,False
2011-10-07,Curaçao,Antigua and Barbuda,0,1,World Cup qualifier,Curaçao,False
2011-10-07,US Virgin Islands,Haiti,0,7,World Cup qualifier,US Virgin Islands,False
2011-10-07,Barbados,Guyana,0,2,World Cup qualifier,Barbados,False
2011-10-07,Bermuda,Trinidad and Tobago,2,1,World Cup qualifier,Bermuda,False
2011-10-07,Dominica,Panama,0,5,World Cup qualifier,Dominica,False
2011-10-07,Cayman Islands,Suriname,0,1,World Cup qualifier,Cayman Islands,False
2011-10-07,Puerto Rico,Saint Kitts and Nevis,1,1,World Cup qualifier,Puerto Rico,False
2011-10-07,Belize,Grenada,1,4,World Cup qualifier,Belize,False
2011-10-07,Uruguay,Bolivia,4,2,World Cup qualifier,Uruguay,False
2011-10-07,Argentina,Chile,4,1,World Cup qualifier,Argentina,False
2011-10-07,Peru,Paraguay,2,0,World Cup qualifier,Peru,False
2011-10-07,Ecuador,Venezuela,2,0,World Cup qualifier,Ecuador,False
2011-10-07,Montenegro,England,2,2,European Championship qual,Montenegro,False
2011-10-07,Wales,Switzerland,2,0,European Championship qual,Wales,False
2011-10-07,Northern Ireland,Estonia,1,2,European Championship qual,Northern Ireland,False
2011-10-07,Azerbaijan,Austria,1,4,European Championship qual,Azerbaijan,False
2011-10-07,Belgium,Kazakhstan,4,1,European Championship qual,Belgium,False
2011-10-07,France,Albania,3,0,European Championship qual,France,False
2011-10-07,Netherlands,Moldova,1,0,European Championship qual,Netherlands,False
2011-10-07,Turkey,Germany,1,3,European Championship qual,Turkey,False
2011-10-07,Finland,Sweden,1,2,European Championship qual,Finland,False
2011-10-07,Serbia,Italy,1,1,European Championship qual,Serbia,False
2011-10-07,Bosnia and Herzegovina,Luxembourg,5,0,European Championship qual,Bosnia and Herzegovina,False
2011-10-07,Slovakia,Russia,0,1,European Championship qual,Slovakia,False
2011-10-07,Cyprus,Denmark,1,4,European Championship qual,Cyprus,False
2011-10-07,Czechia,Spain,0,2,European Championship qual,Czechia,False
2011-10-07,Portugal,Iceland,5,3,European Championship qual,Portugal,False
2011-10-07,Romania,Belarus,2,2,European Championship qual,Romania,False
2011-10-07,Latvia,Malta,2,0,European Championship qual,Latvia,False
2011-10-07,Ukraine,Bulgaria,3,0,Friendly,Ukraine,False
2011-10-07,Andorra,Ireland,0,2,European Championship qual,Andorra,False
2011-10-07,Greece,Croatia,2,0,European Championship qual,Greece,False
2011-10-07,Armenia,Macedonia,4,1,European Championship qual,Armenia,False
2011-10-08,Egypt,Niger,3,0,African Nations Cup qualifier,Egypt,False
2011-10-08,South Africa,Sierra Leone,0,0,African Nations Cup qualifier,South Africa,False
2011-10-08,Uganda,Kenya,0,0,African Nations Cup qualifier,Uganda,False
2011-10-08,Cape Verde,Zimbabwe,2,1,African Nations Cup qualifier,Cape Verde,False
2011-10-08,Zambia,Libya,0,0,African Nations Cup qualifier,Zambia,False
2011-10-08,Ethiopia,Madagascar,4,2,African Nations Cup qualifier,Ethiopia,False
2011-10-08,Nigeria,Guinea,2,2,African Nations Cup qualifier,Nigeria,False
2011-10-08,Sudan,Ghana,0,2,African Nations Cup qualifier,Sudan,False
2011-10-08,Gambia,Burkina Faso,1,1,African Nations Cup qualifier,The Gambia,True
2011-10-08,Guinea-Bissau,Angola,0,2,African Nations Cup qualifier,Guinea-Bissau,False
2011-10-08,Tunisia,Togo,2,0,African Nations Cup qualifier,Tunisia,False
2011-10-08,Chad,Malawi,2,2,African Nations Cup qualifier,Chad,False
2011-10-08,Liberia,Mali,2,2,African Nations Cup qualifier,Liberia,False
2011-10-08,Swaziland,Congo,0,1,African Nations Cup qualifier,Swaziland,False
2011-10-08,Mozambique,Comoros,3,0,African Nations Cup qualifier,Mozambique,False
2011-10-08,United States,Honduras,1,0,Friendly,United States,False
2011-10-08,Liechtenstein,Scotland,0,1,European Championship qual,Liechtenstein,False
2011-10-09,Morocco,Tanzania,3,1,African Nations Cup qualifier,Morocco,False
2011-10-09,Mauritius,Senegal,0,2,African Nations Cup qualifier,Mauritius,False
2011-10-09,Ivory Coast,Burundi,2,1,African Nations Cup qualifier,Ivory Coast,False
2011-10-09,Benin,Rwanda,0,1,African Nations Cup qualifier,Benin,False
2011-10-09,Algeria,Central African Republic,2,0,African Nations Cup qualifier,Algeria,False
2011-10-11,Japan,Tajikistan,8,0,World Cup qualifier,Japan,False
2011-10-11,Philippines,Nepal,4,0,Friendly,Philippines,False
2011-10-11,Australia,Oman,3,0,World Cup qualifier,Australia,False
2011-10-11,China,Iraq,0,1,World Cup qualifier,China,False
2011-10-11,Indonesia,Qatar,2,3,World Cup qualifier,Indonesia,False
2011-10-11,Lebanon,Kuwait,2,2,World Cup qualifier,Lebanon,False
2011-10-11,Iran,Bahrain,6,0,World Cup qualifier,Iran,False
2011-10-11,South Korea,United Arab Emirates,2,1,World Cup qualifier,South Korea,False
2011-10-11,Singapore,Jordan,0,3,World Cup qualifier,Singapore,False
2011-10-11,Thailand,Saudi Arabia,0,0,World Cup qualifier,Thailand,False
2011-10-11,North Korea,Uzbekistan,0,1,World Cup qualifier,North Korea,False
2011-10-11,Ghana,Nigeria,0,0,Friendly,England,True
2011-10-11,Equatorial Guinea,Cameroon,1,1,Friendly,Equatorial Guinea,False
2011-10-11,United States,Ecuador,0,1,Friendly,United States,False
2011-10-11,Canada,Puerto Rico,0,0,World Cup qualifier,Canada,False
2011-10-11,El Salvador,Cayman Islands,4,0,World Cup qualifier,El Salvador,False
2011-10-11,Guatemala,Belize,3,1,World Cup qualifier,Guatemala,False
2011-10-11,Mexico,Brazil,1,2,Friendly,Mexico,False
2011-10-11,Haiti,Curaçao,2,2,World Cup qualifier,Haiti,False
2011-10-11,Honduras,Jamaica,2,1,Friendly,Honduras,False
2011-10-11,Bermuda,Guyana,1,1,World Cup qualifier,Bermuda,False
2011-10-11,Trinidad and Tobago,Barbados,4,0,World Cup qualifier,Trinidad and Tobago,False
2011-10-11,Panama,Nicaragua,5,1,World Cup qualifier,Panama,False
2011-10-11,Suriname,Dominican Republic,1,3,World Cup qualifier,Suriname,False
2011-10-11,Saint Kitts and Nevis,Saint Lucia,1,1,World Cup qualifier,Saint Kitts and Nevis,False
2011-10-11,Antigua and Barbuda,US Virgin Islands,10,0,World Cup qualifier,Antigua and Barbuda,False
2011-10-11,Paraguay,Uruguay,1,1,World Cup qualifier,Paraguay,False
2011-10-11,Venezuela,Argentina,1,0,World Cup qualifier,Venezuela,False
2011-10-11,Chile,Peru,4,2,World Cup qualifier,Chile,False
2011-10-11,Bolivia,Colombia,1,2,World Cup qualifier,Bolivia,False
2011-10-11,Spain,Scotland,3,1,European Championship qual,Spain,False
2011-10-11,Bulgaria,Wales,0,1,European Championship qual,Bulgaria,False
2011-10-11,Italy,Northern Ireland,3,0,European Championship qual,Italy,False
2011-10-11,Kazakhstan,Austria,0,0,European Championship qual,Kazakhstan,False
2011-10-11,Hungary,Finland,0,0,European Championship qual,Hungary,False
2011-10-11,Germany,Belgium,3,1,European Championship qual,Germany,False
2011-10-11,France,Bosnia and Herzegovina,1,1,European Championship qual,France,False
2011-10-11,Switzerland,Montenegro,2,0,European Championship qual,Switzerland,False
